val_Gender_acc,val_SER_acc,train_acc_GENDER,train_acc_SER,train_loss,val_loss,ua_train,ua_eval
0.5088598901098902,0.3169642857142857,0.520618556701031,0.3149484536082474,1.3649668,1.3635987,0.2628423012264971,0.2628423012264971
0.5074862637362637,0.31943681318681316,0.5229381443298969,0.3117697594501718,1.3543309,1.3558851,0.26103515052536147,0.26103515052536147
0.5098901098901097,0.3155906593406593,0.5192439862542956,0.3109106529209622,1.3506845,1.3632277,0.2588774350673257,0.2588774350673257
0.5104395604395605,0.32362637362637364,0.5201030927835051,0.31993127147766315,1.3466625,1.3565073,0.26822281222889965,0.26822281222889965
0.5066620879120879,0.31723901098901097,0.5182989690721649,0.32422680412371135,1.3448291,1.3630897,0.26889066885749946,0.26889066885749946
0.5171703296703296,0.3154532967032968,0.5217353951890034,0.31623711340206184,1.3451616,1.3641205,0.2678722884089916,0.2678722884089916
0.5138736263736263,0.3203983516483516,0.5232817869415808,0.32465635738831616,1.3408024,1.3571818,0.2724978302657365,0.2724978302657365
0.5054945054945054,0.31682692307692306,0.5218213058419244,0.3262027491408935,1.3386679,1.3773153,0.27061637789998305,0.27061637789998305
0.5080357142857143,0.31318681318681324,0.522422680412371,0.3254295532646048,1.3448645,1.3679744,0.2705024864016767,0.2705024864016767
0.5100274725274725,0.3146291208791209,0.5201890034364262,0.3176975945017182,1.3400717,1.3808651,0.266821101293637,0.266821101293637
0.5084478021978022,0.3153846153846153,0.5189862542955327,0.3274914089347079,1.340361,1.3686649,0.2714713872093666,0.2714713872093666
0.507967032967033,0.3194368131868132,0.5215635738831614,0.32087628865979384,1.3390725,1.3651173,0.2695744168479684,0.2695744168479684
0.5074862637362638,0.315521978021978,0.5181271477663231,0.327233676975945,1.3358743,1.3787005,0.27202318937962416,0.27202318937962416
0.5116758241758241,0.32307692307692315,0.5209621993127147,0.3186426116838488,1.3386776,1.3580151,0.26587594051298175,0.26587594051298175
0.5112637362637362,0.3175824175824175,0.5201890034364262,0.32697594501718213,1.3382146,1.3576266,0.27167049412252864,0.27167049412252864
0.5087912087912089,0.31943681318681316,0.5239690721649484,0.3241408934707904,1.3378546,1.3671348,0.27157525457437975,0.27157525457437975
0.509271978021978,0.3144230769230769,0.5229381443298969,0.32225085910652923,1.335104,1.3713046,0.2694723851187838,0.2694723851187838
0.510782967032967,0.3203983516483517,0.5233676975945017,0.3266323024054983,1.3361762,1.3605953,0.27612423788025686,0.27612423788025686
0.5076236263736263,0.31401098901098895,0.5198453608247422,0.325,1.3354827,1.3664486,0.27159883920882666,0.27159883920882666
0.5125000000000001,0.320467032967033,0.5228522336769759,0.3254295532646048,1.3331578,1.3640273,0.2720685149913995,0.2720685149913995
0.5130494505494505,0.315521978021978,0.522508591065292,0.32353951890034366,1.3338541,1.372473,0.2717665652339656,0.2717665652339656
0.5076236263736263,0.3203983516483517,0.5214776632302406,0.3237113402061855,1.3323879,1.371536,0.27113020390839426,0.27113020390839426
0.5093406593406593,0.3203296703296704,0.5219931271477664,0.3252577319587629,1.3313957,1.3774565,0.27220914161769727,0.27220914161769727
0.5089285714285715,0.3145604395604396,0.5233676975945017,0.32233676975945014,1.3313891,1.3847941,0.2713518873931129,0.2713518873931129
0.5130494505494505,0.3163461538461539,0.5237972508591064,0.32989690721649484,1.3304118,1.3864847,0.2747393888048881,0.2747393888048881
0.5085164835164835,0.3181318681318682,0.5201030927835051,0.32895189003436426,1.3356962,1.3698723,0.2744862225252326,0.2744862225252326
0.5081043956043956,0.31813186813186817,0.5198453608247423,0.325,1.3329917,1.3655987,0.27387190103170633,0.27387190103170633
0.5149038461538461,0.32142857142857145,0.5202749140893471,0.3255154639175258,1.3316374,1.3685262,0.2736597424650442,0.2736597424650442
0.5094780219780219,0.31407967032967044,0.5235395189003437,0.3201030927835051,1.3333998,1.3741316,0.2687768388255668,0.2687768388255668
0.510782967032967,0.3232142857142857,0.5233676975945017,0.3315292096219931,1.3283983,1.3758045,0.2761398093615757,0.2761398093615757
0.509271978021978,0.31730769230769235,0.5235395189003436,0.3304982817869416,1.3313498,1.3764983,0.27507792988233676,0.27507792988233676
0.5071428571428572,0.3190934065934066,0.5223367697594502,0.3281786941580756,1.3293251,1.3795798,0.27425741895763794,0.27425741895763794
0.5107142857142858,0.3195741758241759,0.5218213058419244,0.3309278350515463,1.3327924,1.378255,0.2753957829726891,0.2753957829726891
0.5120879120879122,0.3189560439560439,0.5234536082474227,0.32963917525773195,1.3300413,1.362467,0.27459800858011724,0.27459800858011724
0.5078983516483516,0.3166895604395604,0.5219072164948454,0.33144329896907215,1.3294348,1.3691387,0.27615209943590324,0.27615209943590324
0.508379120879121,0.31943681318681316,0.5192439862542956,0.3219931271477663,1.3301598,1.3630493,0.2712384341807119,0.2712384341807119
0.5120192307692307,0.3144917582417582,0.5225085910652921,0.32852233676975945,1.3319955,1.3802702,0.27344931651262183,0.27344931651262183
0.5107142857142857,0.31538461538461543,0.5234536082474227,0.3255154639175257,1.3324692,1.3794748,0.27355424887950675,0.27355424887950675
0.5089285714285714,0.32177197802197804,0.5227663230240549,0.3290378006872852,1.3298159,1.3668098,0.2741581728735155,0.2741581728735155
0.5061813186813187,0.3100274725274725,0.5221649484536083,0.32766323024054983,1.3332636,1.3862396,0.2789915189073599,0.2789915189073599
0.5146978021978021,0.31943681318681316,0.5233676975945017,0.3316151202749141,1.3273603,1.3730394,0.27646995252625556,0.27646995252625556
0.5102335164835166,0.31950549450549454,0.5222508591065292,0.32654639175257727,1.3287876,1.3713461,0.2778990701922274,0.2778990701922274
0.509271978021978,0.3167582417582418,0.5233676975945017,0.33118556701030927,1.327562,1.3849887,0.2766975106832073,0.2766975106832073
0.5128434065934065,0.32177197802197804,0.5233676975945017,0.33118556701030927,1.3310448,1.3740662,0.27613698273893117,0.27613698273893117
0.5111263736263737,0.3127060439560439,0.5243127147766322,0.32560137457044674,1.3283726,1.3888547,0.2742913845525705,0.2742913845525705
0.508379120879121,0.32177197802197804,0.522422680412371,0.33702749140893473,1.3217201,1.3708898,0.28401075966266315,0.28401075966266315
0.50989010989011,0.31497252747252746,0.5221649484536083,0.334192439862543,1.3266649,1.3756781,0.28018093974429054,0.28018093974429054
0.5644230769230768,0.3583791208791209,0.5179553264604811,0.3546391752577319,1.3001789,1.32957,0.32102714092358225,0.32102714092358225
0.5688186813186813,0.35061813186813184,0.5364261168384881,0.3633161512027491,1.259542,1.3013408,0.33207325086651784,0.33207325086651784
