train_acc,train_loss,val_acc,val_loss
0.3095360824742268,1.3608847,0.29842032967032966,1.3555919
0.3147766323024055,1.3577085,0.3168269230769231,1.361675
0.3156357388316151,1.3550302,0.31675824175824185,1.3569782
0.30936426116838484,1.3570981,0.31813186813186817,1.3550473
0.31881443298969075,1.3541166,0.31806318681318674,1.3528383
0.3084192439862543,1.3562897,0.31545329670329675,1.3555241
0.31958762886597936,1.3548155,0.3190247252747253,1.3520595
0.32139175257731956,1.3542246,0.3186126373626374,1.359382
0.32156357388316154,1.3515493,0.3185439560439561,1.3522146
0.31890034364261166,1.3537328,0.315521978021978,1.3564253
0.3195017182130584,1.351887,0.31861263736263734,1.356509
0.31443298969072164,1.3510678,0.31950549450549454,1.3534272
0.3217353951890034,1.3514984,0.3164148351648352,1.3587931
0.32242268041237115,1.3506469,0.3213598901098901,1.3482904
0.32345360824742264,1.3485546,0.31820054945054943,1.3530842
0.3229381443298969,1.3517329,0.3222527472527473,1.3478638
0.3219931271477663,1.3507218,0.3190247252747253,1.352402
0.3193298969072165,1.3540763,0.32396978021978023,1.3506596
0.311512027491409,1.3625877,0.3200549450549451,1.3634864
0.3185567010309278,1.3608807,0.3190934065934066,1.3521594
0.3130584192439863,1.3571062,0.3186813186813187,1.3556688
0.3115979381443299,1.3503333,0.31902472527472536,1.3551095
0.3109965635738831,1.347746,0.29986263736263735,1.3551209
0.3234536082474227,1.350162,0.320260989010989,1.357179
0.3206185567010309,1.3494414,0.3203983516483517,1.3501422
0.31640893470790377,1.3523397,0.2992445054945055,1.3532401
0.31932989690721647,1.3482409,0.31586538461538466,1.3557291
0.30446735395189006,1.3509308,0.3110576923076923,1.3593968
0.3156357388316151,1.3529179,0.3203983516483517,1.3532026
0.3147766323024055,1.3493164,0.3114010989010989,1.3570316
0.31752577319587627,1.3485491,0.3200549450549451,1.3523773
0.31563573883161516,1.3477497,0.3168269230769231,1.3529493
0.31666666666666665,1.3466842,0.3217032967032967,1.3500866
0.315979381443299,1.3481282,0.3198489010989011,1.3547668
0.3207903780068728,1.3517554,0.31950549450549454,1.3515493
0.32379725085910654,1.3470687,0.32307692307692315,1.3507398
0.31692439862542954,1.350279,0.3197802197802198,1.3518517
0.3230240549828179,1.3476568,0.30164835164835163,1.3552078
0.3156357388316151,1.347255,0.31579670329670323,1.353649
0.31194158075601375,1.3491441,0.31456043956043966,1.3551967
0.32285223367697596,1.3475552,0.3261675824175825,1.3484331
0.32104810996563576,1.3506298,0.31689560439560444,1.3551323
0.32285223367697596,1.3503487,0.32438186813186815,1.3463911
0.32414089347079034,1.3454792,0.3212912087912088,1.3490293
0.322766323024055,1.3495935,0.31785714285714295,1.3547456
0.32379725085910654,1.3450909,0.3203296703296704,1.3476068
0.3247422680412371,1.3474481,0.32032967032967036,1.3523166
0.3247422680412371,1.3456564,0.3271291208791209,1.3504009
0.3223367697594502,1.345484,0.32534340659340666,1.3474483
0.31829896907216493,1.3478122,0.3257554945054945,1.34607
0.3217353951890034,1.3360329,0.32438186813186815,1.3449448
0.3198453608247423,1.348531,0.32163461538461535,1.344643
0.32379725085910654,1.3473369,0.31950549450549454,1.3491455
0.3220790378006873,1.3460028,0.32081043956043953,1.355076
0.3234536082474227,1.3394549,0.31943681318681316,1.3525766
0.35455326460481107,1.3157572,0.34354395604395604,1.3249934
0.40163230240549824,1.2560468,0.42225274725274736,1.2204936
0.38367697594501715,1.3027585,0.30879120879120875,1.2841872
0.3865979381443299,1.2854224,0.4029532967032967,1.2652419
0.3359965635738832,1.332075,0.31490384615384615,1.341316
0.3777491408934707,1.2774277,0.3968406593406594,1.2143946
0.4123711340206185,1.2081695,0.4262362637362638,1.1977285
0.41975945017182126,1.193043,0.4254807692307692,1.1737372
0.4221649484536083,1.1844958,0.4382554945054945,1.16963
0.43393470790378,1.1686829,0.45398351648351654,1.1532773
0.43118556701030925,1.1615328,0.4258241758241759,1.1491873
0.4313573883161512,1.1617893,0.4456043956043957,1.1445869
0.4390034364261169,1.1498073,0.44986263736263743,1.1403173
0.4351374570446735,1.1505532,0.43564560439560446,1.1481559
0.4486254295532646,1.146248,0.44821428571428573,1.1346014
0.4539518900343643,1.1328565,0.45219780219780226,1.1440794
0.46340206185567007,1.1284201,0.4664148351648351,1.1394179
0.4664089347079038,1.1324543,0.4883928571428572,1.1261243
0.4712199312714777,1.1316395,0.4249313186813186,1.1369454
0.4561855670103092,1.1423974,0.45487637362637356,1.134927
0.4689003436426117,1.132081,0.5035714285714287,1.1179651
0.470446735395189,1.1283369,0.4986263736263737,1.116774
0.47903780068728524,1.1310174,0.4875686813186813,1.1163359
0.4731958762886598,1.1224855,0.47754120879120876,1.1233147
0.4828178694158075,1.118797,0.4758928571428571,1.1122277
0.47749140893470793,1.1187304,0.4879807692307692,1.1051712
0.48290378006872864,1.1182997,0.4901098901098901,1.1019341
0.48084192439862544,1.1182129,0.48516483516483516,1.1153185
0.4829896907216495,1.1128575,0.49519230769230765,1.0995666
0.48522336769759444,1.1082956,0.48083791208791216,1.1193084
0.4856529209621993,1.1160862,0.49416208791208793,1.1013588
0.47594501718213056,1.1145645,0.4809065934065933,1.1132004
0.48161512027491415,1.1116512,0.48159340659340666,1.1102436
0.4853092783505154,1.1109114,0.4974587912087912,1.1006508
0.47706185567010306,1.1137669,0.5030906593406593,1.100415
0.4853951890034365,1.1104363,0.4964285714285715,1.0972135
0.48195876288659795,1.1099584,0.48983516483516487,1.0968937
0.4941580756013746,1.1034825,0.48743131868131867,1.117108
0.4884020618556701,1.1065791,0.4945741758241759,1.0949839
0.4897766323024055,1.1012645,0.4968406593406594,1.11324
0.4939862542955326,1.0998,0.4910027472527473,1.1050624
0.4896907216494845,1.1066133,0.48592032967032966,1.106948
0.4969931271477663,1.100381,0.4928571428571428,1.1033981
0.4948453608247423,1.1028032,0.5129120879120879,1.1021674
0.49080756013745697,1.1037133,0.48070054945054946,1.1054112
0.49381443298969063,1.1006725,0.43825549450549456,1.1624243
0.49226804123711343,1.1013011,0.5070741758241758,1.1025382
0.48986254295532644,1.0985557,0.47431318681318674,1.1239927
0.48651202749140887,1.1030835,0.5021978021978022,1.1050972
0.4963058419243987,1.094587,0.5005494505494505,1.0955492
0.49029209621993125,1.0962766,0.4914148351648352,1.104842
0.4947594501718213,1.0935968,0.4853708791208791,1.1070076
0.4967353951890034,1.0997971,0.4934065934065934,1.0988947
0.4914948453608247,1.0934905,0.4811126373626374,1.1072052
0.49553264604811,1.095386,0.4673763736263736,1.1393297
0.5048969072164948,1.0915713,0.4874313186813187,1.1191027
0.49725085910652916,1.0898749,0.5039835164835165,1.1006231
0.5005154639175258,1.0912997,0.4844093406593406,1.1186622
0.49896907216494846,1.0928303,0.5038461538461538,1.0993837
0.4969931271477663,1.0902147,0.507967032967033,1.0939846
0.5046391752577319,1.0891864,0.4740384615384616,1.1283926
0.4977663230240549,1.0895302,0.48976648351648355,1.1046616
0.5051546391752577,1.0914861,0.48159340659340666,1.1112549
0.5052405498281787,1.0856835,0.48269230769230764,1.0998996
0.49664948453608254,1.0936669,0.5087225274725276,1.1043402
0.4999140893470791,1.0896455,0.5003434065934066,1.0999906
0.49742268041237114,1.0982125,0.5099587912087912,1.1003984
0.4987972508591065,1.0931334,0.5028159340659341,1.1031941
0.5083333333333333,1.0833111,0.5097527472527472,1.1041424
