train_acc,train_loss,val_acc,val_loss
0.314604811,1.3635879,0.31407967,1.3623931
0.308505155,1.3576167,0.315384615,1.3587227
0.31847079,1.3570747,0.31407967,1.3655919
0.318900344,1.3560137,0.316346154,1.361188
0.318814433,1.3554901,0.31668956,1.3605348
0.311597938,1.3561502,0.322664835,1.3597612
0.32362543,1.3590614,0.294368132,1.3637326
0.317182131,1.3516141,0.299862637,1.3632338
0.320189003,1.3517579,0.320879121,1.3618562
0.311597938,1.3529915,0.317788462,1.3611743
0.317439863,1.3549805,0.319986264,1.362683
0.318298969,1.353299,0.315865385,1.3618605
0.320017182,1.3522048,0.32081044,1.3594927
0.315979381,1.3505476,0.312706044,1.3677977
0.320446735,1.3493469,0.32081044,1.3567361
0.319501718,1.3503733,0.297527473,1.3706686
0.321219931,1.3458694,0.320398352,1.366983
0.320446735,1.3511925,0.316346154,1.3666632
0.315721649,1.3479171,0.32032967,1.3616034
0.321477663,1.3485575,0.323214286,1.368017
0.325429553,1.343906,0.318681319,1.3690275
0.32233677,1.3495828,0.315453297,1.3616279
0.328522337,1.3498299,0.303434066,1.3736455
0.318728522,1.3501163,0.391758242,1.2919462
0.396563574,1.2436335,0.406112637,1.2521036
0.403264605,1.2526987,0.22760989,1.6695186
0.363230241,1.306855,0.415934066,1.2259607
0.406013746,1.2345966,0.296291209,1.419321
0.330927835,1.3230226,0.409340659,1.3151233
0.400945017,1.2540689,0.423901099,1.206933
0.41314433,1.2203877,0.422321429,1.2175518
0.425945017,1.2070755,0.419986264,1.1931902
0.399312715,1.2481251,0.443681319,1.2024107
0.447250859,1.1794668,0.410164835,1.199828
0.424828179,1.1767403,0.416071429,1.1621809
0.437199313,1.1752701,0.415590659,1.1935251
0.444243986,1.1764683,0.43021978,1.2239484
0.441924399,1.1651602,0.419162088,1.1530346
0.436769759,1.1556687,0.44375,1.1624061
0.458934708,1.1587937,0.446222527,1.1583154
0.462457045,1.1477456,0.445467033,1.153339
0.46185567,1.1497507,0.456524725,1.1689128
0.442697595,1.1599997,0.426648352,1.1620015
0.44475945,1.1504279,0.444848901,1.1584129
0.468556701,1.1508337,0.457005495,1.1588274
0.476804124,1.1343321,0.463255495,1.1445588
0.465979381,1.13874,0.453846154,1.1559381
0.469329897,1.1419404,0.48125,1.1464708
0.457388316,1.1367657,0.46875,1.1376159
0.479810997,1.1288621,0.458035714,1.1363957
0.479982818,1.1232159,0.449519231,1.1529624
0.461254296,1.1439081,0.455151099,1.14882
0.460996564,1.1346785,0.444436813,1.154781
0.462628866,1.1325976,0.438736264,1.1516613
0.461683849,1.1254675,0.459409341,1.1466652
0.465378007,1.1348879,0.454464286,1.1417183
0.437199313,1.1407143,0.449313187,1.1607884
0.462199313,1.1349363,0.46771978,1.1515111
0.455412371,1.1322873,0.460370879,1.1811684
0.465206186,1.1339079,0.474175824,1.1387616
0.454725086,1.1354015,0.454326923,1.1419472
0.454553265,1.127745,0.463255495,1.1456398
