train_acc,train_loss,val_acc,val_loss
0.30472508591065295,1.3655046,0.2953296703296703,1.3650935
0.2991408934707904,1.362388,0.31009615384615385,1.3684822
0.31872852233676974,1.361101,0.2876373626373626,1.3660468
0.31030927835051547,1.3609962,0.3177884615384615,1.3638779
0.30670103092783507,1.359886,0.32321428571428573,1.3602488
0.31907216494845364,1.3631812,0.29402472527472534,1.3712188
0.31288659793814433,1.359192,0.31875000000000003,1.3622776
0.31915807560137455,1.3598962,0.30961538461538457,1.3764228
0.31082474226804124,1.3594244,0.31765109890109894,1.3605007
0.31331615120274914,1.3577635,0.31950549450549454,1.3631169
0.3127147766323024,1.3566211,0.3182005494505495,1.3593911
0.30652920962199315,1.3533818,0.32046703296703294,1.3565451
0.31323024054982823,1.3559482,0.32094780219780217,1.3554575
0.31623711340206184,1.3530412,0.31826923076923075,1.3592929
0.3088487972508591,1.3657907,0.3168269230769231,1.3690519
0.3066151202749141,1.3597608,0.31998626373626377,1.3582294
0.3129725085910653,1.3553168,0.31916208791208783,1.358188
0.3114261168384879,1.3548832,0.3185439560439561,1.3613169
0.2986254295532646,1.356219,0.298076923076923,1.3611848
0.32164948453608244,1.3532684,0.3177884615384616,1.3570312
0.30859106529209623,1.3590133,0.3171703296703296,1.3590657
0.3150343642611684,1.3505139,0.3162774725274725,1.3574923
0.33135738831615125,1.3331167,0.3377747252747253,1.2862463
0.3641752577319588,1.2865062,0.3203983516483517,1.3386447
0.35403780068728524,1.2913147,0.3945741758241759,1.2897272
0.38943298969072165,1.2255586,0.369848901098901,1.2115772
0.39536082474226797,1.2337807,0.3421703296703296,1.3434389
0.36993127147766325,1.2599212,0.3583104395604395,1.284284
0.3997422680412371,1.1980253,0.4450549450549451,1.1567415
0.44312714776632306,1.1574715,0.4261675824175825,1.1482159
0.46469072164948455,1.1126987,0.3243818681318681,1.4621404
0.47285223367697593,1.1179035,0.3405906593406593,1.2721592
0.47946735395189005,1.0873564,0.48434065934065934,1.1303786
0.4993986254295533,1.0979534,0.44862637362637364,1.1725236
0.5079896907216496,1.0649141,0.5054258241758242,1.0590773
0.5018041237113402,1.081584,0.5010302197802198,1.0729219
0.5221649484536083,1.058794,0.4521291208791208,1.1517465
0.5297250859106529,1.0345101,0.4898351648351648,1.1291054
0.5374570446735395,1.0297178,0.4206043956043956,1.2013466
0.5356529209621993,1.0268708,0.47719780219780217,1.1328666
0.531786941580756,1.0339869,0.3762362637362638,1.3960874
0.5345360824742268,1.0271708,0.4293956043956045,1.2003785
0.5484536082474227,1.0036204,0.4616071428571429,1.173721
0.5503436426116838,1.0020802,0.47548076923076926,1.1351346
0.554553264604811,0.9975741,0.48763736263736257,1.1128876
0.5610824742268041,0.9975675,0.4741071428571429,1.1686136
0.5686426116838488,0.98207664,0.48880494505494504,1.1571397
0.5638316151202749,0.9848006,0.5233516483516484,1.054666
0.5646048109965637,1.0045953,0.5311813186813187,1.0388347
0.5654639175257732,0.98225546,0.516826923076923,1.0603855
0.5854810996563574,0.9587383,0.496771978021978,1.139962
0.5768041237113403,0.96542835,0.4831043956043956,1.181452
0.588316151202749,0.9507028,0.5118131868131868,1.1141129
0.6013745704467354,0.9372781,0.4868131868131868,1.1770931
0.6016323024054983,0.9392186,0.5371565934065934,1.0596557
0.6153780068728523,0.91496545,0.5293956043956044,1.0532604
0.6150343642611684,0.91038346,0.4949175824175824,1.1479176
0.6198453608247423,0.9084763,0.4875686813186814,1.2204207
0.6251718213058418,0.90375006,0.5652472527472527,1.0512806
0.6274914089347079,0.89789844,0.5120192307692307,1.1272892
0.6353951890034365,0.895308,0.48248626373626374,1.2121029
0.618213058419244,0.90724707,0.5049450549450549,1.1426107
0.624828178694158,0.90742034,0.46510989010989007,1.1892866
0.6435567010309278,0.87551385,0.5273351648351648,1.1101669
0.6335051546391753,0.86857474,0.4848901098901099,1.2488745
0.6189003436426117,0.9100606,0.5442994505494505,1.0994416
0.65446735395189,0.85759604,0.501304945054945,1.1492816
0.6607388316151203,0.85648793,0.5339972527472527,1.1125089
0.6529209621993127,0.86050075,0.5177197802197803,1.1275187
0.6561855670103093,0.86217254,0.5076923076923077,1.1754634
0.6460481099656357,0.8729901,0.5427884615384615,1.0953492
