train_acc_SER,train_loss,val_SER_acc,val_loss
0.839862543,0.5554963,0.570535714,1.6044382
0.963230241,0.12514657,0.567925824,2.0033214
0.98685567,0.05114388,0.561126374,2.296225
0.991752577,0.034209624,0.563942308,2.4399047
0.99347079,0.026933657,0.566552198,2.634703
0.990721649,0.033909798,0.563461538,2.6305196
0.98943299,0.036155727,0.554395604,2.8849967
0.969415808,0.09895429,0.573763736,2.4876397
0.96847079,0.0973615,0.560782967,2.429567
0.996391753,0.018453797,0.557967033,2.678209
0.998195876,0.009599992,0.553708791,2.8300307
0.998453608,0.007855977,0.55,2.927532
0.997680412,0.00928371,0.554532967,3.0081234
0.998195876,0.007060896,0.556799451,3.0948455
0.996391753,0.014184918,0.572046703,3.1519477
0.974398625,0.079932176,0.538736264,2.89302
0.97233677,0.09581809,0.560233516,2.6240058
0.991752577,0.02648445,0.563598901,2.7859216
0.994072165,0.02195521,0.54739011,2.925703
0.994587629,0.017601987,0.562568681,2.9618933
0.998453608,0.008019397,0.56043956,3.041748
0.998195876,0.00597023,0.555288462,3.18176
0.998367698,0.005952658,0.554052198,3.2456439
0.99871134,0.006264221,0.558928571,3.3394885
0.998195876,0.010092103,0.561675824,3.3922222
0.989604811,0.041971687,0.560302198,3.308327
0.979896907,0.06558627,0.542925824,2.8951545
0.986340206,0.043929223,0.554807692,2.958301
0.99871134,0.008258532,0.562912088,3.0434325
0.998195876,0.008043682,0.557554945,3.1069946
0.99871134,0.005911277,0.557211538,3.1943545
0.99871134,0.004207182,0.557142857,3.2468693
0.999484536,0.004505128,0.558585165,3.3182847
0.998453608,0.004587952,0.561675824,3.372628
0.998969072,0.003342237,0.554464286,3.420725
0.998453608,0.004995119,0.560782967,3.4444444
0.998367698,0.005470688,0.555425824,3.5183606
0.99871134,0.004721512,0.562019231,3.6280847
0.999226804,0.003076942,0.557211538,3.7041733
0.998195876,0.00636778,0.55989011,3.7428887
0.998195876,0.008170984,0.552815934,3.6587753
0.970876289,0.10391278,0.553983516,2.5972667
0.984536082,0.04992763,0.556662088,2.768358
0.990206186,0.035962954,0.537087912,2.7515304
0.987027491,0.044671595,0.564491758,2.7872279
0.992783505,0.020867726,0.55467033,2.8642685
0.998109966,0.00706993,0.542994505,3.0026095
0.999226804,0.004709441,0.548557692,3.0941315
0.998453608,0.005804027,0.546909341,3.1855483
0.99871134,0.005450545,0.554464286,3.3006527
0.998969072,0.006190918,0.544574176,3.5427039
0.987628866,0.040008824,0.555013736,3.044393
0.993556701,0.026624193,0.549107143,3.0110123
0.996649485,0.011218818,0.554876374,3.0918581
0.999226804,0.004758854,0.570535714,3.169523
0.998969072,0.004157662,0.558516484,3.2634988
0.998195876,0.005059006,0.563392857,3.287872
0.998969072,0.006822994,0.564217033,3.3245533
0.998969072,0.00428242,0.569711538,3.3439965
0.99871134,0.005191431,0.571840659,3.405027
0.999484536,0.004843446,0.562912088,3.4138217
0.999484536,0.00412198,0.572664835,3.452679
0.997938144,0.006670073,0.562019231,3.4991362
0.999226804,0.005620995,0.555837912,3.5858426
0.999226804,0.003410711,0.552266484,3.6203551
0.998195876,0.005177432,0.557623626,3.6459386
0.99871134,0.003675388,0.550412088,3.7175157
0.999484536,0.002744164,0.549725275,3.714188
0.999226804,0.00457876,0.54739011,3.757874
0.999484536,0.003835283,0.553228022,3.7808654
0.99871134,0.004445594,0.551854396,3.8285775
0.999484536,0.00288699,0.554120879,3.8577957
0.998969072,0.004048538,0.556318681,3.8935242
0.999484536,0.003709977,0.557967033,3.924967
0.999484536,0.002854908,0.559958791,3.9461792
0.999226804,0.002295935,0.557211538,4.017968
0.987886598,0.048288282,0.541620879,3.1796594
0.956357388,0.14134698,0.566895604,2.5078957
0.994072165,0.023889711,0.558379121,2.6891768
0.998453608,0.010330501,0.554120879,2.8322108
0.999226804,0.005491796,0.558516484,2.897042
0.999226804,0.004492602,0.557967033,3.0098283
0.999742268,0.002889479,0.558997253,3.0435386
0.999226804,0.004305466,0.557554945,3.1386025
0.998969072,0.004313622,0.562980769,3.1925411
0.999484536,0.00290481,0.55989011,3.2215748
0.999226804,0.004198988,0.561195055,3.2894862
0.998453608,0.004532847,0.5625,3.3217976
0.999226804,0.002958446,0.553021978,3.3809745
0.998969072,0.00363156,0.558997253,3.4058266
0.998367698,0.006521819,0.550755495,3.456297
0.999484536,0.002298777,0.564285714,3.506769
0.999484536,0.00295855,0.569711538,3.4632893
0.999484536,0.00285854,0.558653846,3.5402083
0.99871134,0.005285399,0.564903846,3.5363476
0.998195876,0.004937645,0.566208791,3.5826051
0.998969072,0.004615456,0.562431319,3.6475697
0.998969072,0.00497906,0.554464286,3.557563
0.992525773,0.023468042,0.565728022,3.4738288
0.979037801,0.07141926,0.557554945,2.9316754
0.996907216,0.013712176,0.556181319,3.0077727
0.998969072,0.006586107,0.561607143,3.1503122
0.998453608,0.005494625,0.551304945,3.207152
0.999484536,0.003692066,0.557554945,3.27166
0.997938144,0.005092273,0.556318681,3.3330042
0.999226804,0.003954213,0.562568681,3.3665013
0.99871134,0.005020047,0.567239011,3.3736777
0.998969072,0.005620629,0.563118132,3.415907
0.999484536,0.002498131,0.560302198,3.4533107
0.999226804,0.003246905,0.563942308,3.4947603
0.998969072,0.003034067,0.560645604,3.540689
0.999484536,0.002572976,0.564354396,3.5487015
0.999742268,0.003009716,0.562912088,3.600628
0.99871134,0.004384183,0.570535714,3.584612
0.999484536,0.002377313,0.564285714,3.6315312
0.99862543,0.003578544,0.576373626,3.6381466
0.999484536,0.001896484,0.573351648,3.6875126
0.998969072,0.00300547,0.567032967,3.7297628
0.999226804,0.003184801,0.575206044,3.725542
0.998969072,0.003433075,0.571428571,3.7833364
0.999226804,0.002678365,0.57239011,3.8232248
0.999484536,0.003061384,0.568818681,3.824259
0.999484536,0.003309273,0.567032967,3.8607666
0.999484536,0.001896101,0.568818681,3.8908918
0.999484536,0.002166973,0.56875,3.9347777
0.999484536,0.00216442,0.566071429,3.9825356
1,0.001264723,0.569848901,3.9686687
0.999484536,0.002561086,0.572321429,3.9980369
0.98814433,0.051357318,0.545879121,3.5601656
0.982474227,0.06578605,0.546771978,3.048592
0.996391753,0.011299358,0.562225275,3.092296
0.998195876,0.006366694,0.55989011,3.1635003
0.999226804,0.003572731,0.562019231,3.2156541
0.999140893,0.004192172,0.560782967,3.2718537
0.99871134,0.00458825,0.558653846,3.3044188
0.999226804,0.002819811,0.549587912,3.4010026
0.999742268,0.004106431,0.556593407,3.4194853
0.999226804,0.003511943,0.556730769,3.4416943
0.999484536,0.003260203,0.555357143,3.4843576
0.999484536,0.002632179,0.563049451,3.4764333
0.999226804,0.002512913,0.563873626,3.5253232
0.999742268,0.001689756,0.563049451,3.5684493
0.999742268,0.002769635,0.563461538,3.5508516
0.998969072,0.003673703,0.563049451,3.593084
0.999742268,0.004201663,0.561813187,3.5985272
0.999484536,0.003142972,0.559752747,3.7084143
0.999226804,0.003045163,0.558585165,3.6493988
0.998969072,0.005432819,0.559409341,3.7321048
0.999484536,0.003041887,0.562637363,3.730374
0.999484536,0.003791596,0.554532967,3.7650857
0.999484536,0.002683664,0.556730769,3.7945774
0.998969072,0.003906406,0.565247253,3.7814631
0.999226804,0.002771492,0.555357143,3.8536556
0.999742268,0.002077102,0.557142857,3.8831563
0.999742268,0.002715772,0.560370879,3.8775852
0.999226804,0.00369141,0.562019231,3.874459
0.999742268,0.001905661,0.560302198,3.913858
0.999484536,0.001859864,0.557486264,3.9787965
0.998969072,0.003529902,0.56614011,3.9392304
0.999742268,0.003347752,0.560782967,3.9939072
0.999226804,0.003365859,0.553502747,4.0454936
0.999226804,0.002928779,0.552678571,4.0480165
0.999742268,0.001889892,0.546428571,4.118232
0.999226804,0.002606062,0.542445055,4.1415505
0.998969072,0.00456738,0.556662088,4.14645
0.999742268,0.001685214,0.549931319,4.248495
0.999484536,0.002282661,0.544093407,4.2609377
0.993041237,0.0326079,0.555769231,4.0891633
0.988402062,0.0427053,0.553228022,3.3288274
0.997938144,0.006687468,0.563461538,3.3585017
0.999226804,0.003944095,0.557967033,3.4527528
0.999484536,0.002884824,0.558791209,3.424761
0.999226804,0.003013447,0.554532967,3.493691
0.999140893,0.004468634,0.552266484,3.5157008
0.999226804,0.003218804,0.55989011,3.539618
0.999742268,0.002057445,0.558997253,3.5142777
0.999226804,0.003803964,0.55625,3.5833457
0.99871134,0.003596384,0.559134615,3.546509
0.999742268,0.00178172,0.55364011,3.5842307
0.999742268,0.001986852,0.553228022,3.606048
0.999742268,0.001926038,0.564766484,3.6103623
0.999226804,0.002906481,0.55521978,3.6645396
0.998969072,0.004627873,0.558104396,3.6844826
0.999484536,0.004599156,0.558035714,3.682444
0.999484536,0.002873541,0.553983516,3.7414432
0.999226804,0.003448848,0.555769231,3.7499645
0.998969072,0.004186866,0.560782967,3.7609885
0.998969072,0.002606259,0.558104396,3.7954535
0.999742268,0.002359336,0.558173077,3.7802484
0.999484536,0.002505423,0.56668956,3.7784698
1,0.001356038,0.560989011,3.7905686
0.999484536,0.002368147,0.562637363,3.8099189
1,0.001549774,0.55364011,3.828356
0.998453608,0.004829807,0.558997253,3.8717597
0.99862543,0.003097016,0.563598901,3.8179624
0.99871134,0.003857352,0.557967033,3.8969026
0.999484536,0.001766684,0.564491758,3.873309
0.999742268,0.00274676,0.557623626,3.9177165
0.999742268,0.001789426,0.560782967,3.8696382
0.999484536,0.001783145,0.550824176,3.9475422
0.999484536,0.001903234,0.556662088,3.9504972
0.999484536,0.002024557,0.554395604,3.9742668
0.998969072,0.003271144,0.554807692,4.0257607
0.999742268,0.002005155,0.557486264,3.9959245
0.999742268,0.001860872,0.559546703,3.992347
1,0.001233727,0.560782967,3.9869175
0.999484536,0.002810087,0.557623626,4.0496316
0.999226804,0.002366845,0.562568681,4.046844
0.999484536,0.002287463,0.559821429,4.051944
0.999484536,0.002516337,0.56614011,4.0472894
0.998969072,0.00297067,0.563942308,4.0731306
0.999226804,0.002762448,0.568887363,4.107787
0.999742268,0.00162772,0.566826923,4.155192
0.999484536,0.002097176,0.569299451,4.115045
0.998969072,0.003112157,0.56614011,4.1488194
0.999742268,0.001683374,0.563736264,4.2017617
0.999742268,0.001409209,0.565728022,4.1757455
1,0.001111052,0.564835165,4.217948
0.999484536,0.002382773,0.564010989,4.2067094
1,0.001476515,0.562980769,4.2438273
0.999226804,0.003887499,0.564354396,4.233819
0.999742268,0.001550442,0.562156593,4.257954
1,0.000946931,0.565659341,4.2873545
0.998969072,0.003395557,0.564423077,4.272044
0.999742268,0.002099019,0.558447802,4.345642
0.999484536,0.002716957,0.554052198,4.3682203
0.999484536,0.003242621,0.557142857,4.3947425
0.999656357,0.001570476,0.556662088,4.4224515
0.999484536,0.001971054,0.554120879,4.4121385
0.999226804,0.002243697,0.556799451,4.398877
0.999226804,0.002804527,0.562568681,4.424842
0.999484536,0.002607594,0.553090659,4.4809875
0.999484536,0.001690459,0.554120879,4.5157714
0.999742268,0.002454978,0.558997253,4.533599
0.999742268,0.001807796,0.558104396,4.548553
0.998969072,0.003700547,0.558997253,4.5211916
0.998969072,0.002567236,0.55989011,4.5661807
1,0.001222226,0.558035714,4.5672812
0.999742268,0.001141972,0.562568681,4.5928345
1,0.001137245,0.567101648,4.5813317
0.999484536,0.002418105,0.563392857,4.634421
0.999742268,0.001284386,0.558585165,4.61595
1,0.00108015,0.565247253,4.656738
1,0.001026161,0.556730769,4.7173324
0.999484536,0.002678745,0.563942308,4.698218
1,0.001115385,0.564491758,4.6872406
0.999742268,0.002337784,0.563186813,4.6962857
0.999742268,0.002383531,0.562568681,4.7036886
0.99871134,0.003284367,0.562980769,4.693042
0.999226804,0.002908226,0.556730769,4.7769785
0.99871134,0.005089069,0.560782967,4.743408
0.998453608,0.009862745,0.562637363,4.72112
0.999226804,0.005369613,0.562843407,4.6541033
0.999742268,0.001829236,0.564217033,4.6620383
1,0.000835953,0.565659341,4.6347003
0.998453608,0.004541401,0.573695055,4.6250024
0.998969072,0.003648725,0.569230769,4.6458316
0.999226804,0.002283898,0.56978022,4.6437416
1,0.001175304,0.571840659,4.663392
0.999742268,0.001422771,0.5625,4.6620965
0.999742268,0.001622302,0.57239011,4.635035
0.999742268,0.001610842,0.564354396,4.648137
0.999226804,0.003093051,0.567994505,4.615447
0.998969072,0.00353198,0.569711538,4.6245008
1,0.001152304,0.566895604,4.6408243
0.999484536,0.002149393,0.566483516,4.658752
0.999484536,0.002080693,0.570673077,4.647458
0.999742268,0.001111542,0.57032967,4.6032176
1,0.00145041,0.568337912,4.676505
0.999226804,0.002617341,0.575274725,4.597862
0.999742268,0.001358347,0.568681319,4.68613
0.999484536,0.002731016,0.572321429,4.6804876
1,0.001567767,0.571153846,4.6534877
0.999742268,0.001708707,0.571978022,4.661702
0.999484536,0.001920864,0.574725275,4.6680665
0.999484536,0.002243384,0.571978022,4.706065
0.99871134,0.002778503,0.570947802,4.694371
0.999226804,0.002952616,0.569299451,4.6813855
0.999226804,0.003425279,0.570535714,4.7028685
1,0.001323649,0.571428571,4.7064667
0.999742268,0.001658363,0.571016484,4.6937323
1,0.000829999,0.571497253,4.6684594
0.999742268,0.001700844,0.568337912,4.7033033
0.999742268,0.001277552,0.56875,4.71559
0.999742268,0.001440143,0.567857143,4.757464
0.999742268,0.002246743,0.569162088,4.7204585
1,0.000960782,0.568818681,4.7000613
0.999226804,0.0028803,0.569299451,4.710311
0.999226804,0.001984216,0.568681319,4.7182455
1,0.001021252,0.567032967,4.72613
0.999656357,0.001383257,0.562362637,4.764333
0.999484536,0.00361309,0.56875,4.7019334
0.999742268,0.001773587,0.572802198,4.6997666
0.99871134,0.005297442,0.568818681,4.7208295
1,0.000982355,0.572252747,4.7390532
0.999484536,0.001858005,0.572802198,4.7306476
0.999484536,0.002635506,0.572870879,4.731292
