train_acc_SER,train_loss,val_SER_acc,val_loss
0.999742268,0.001526141,0.572321429,4.7247977
0.999742268,0.001766021,0.569986264,4.7709336
1,0.001138671,0.572802198,4.7401376
0.999742268,0.002047186,0.571978022,4.759025
0.999484536,0.001987634,0.572321429,4.761373
0.999140893,0.002321232,0.579258242,4.687108
0.999484536,0.00207378,0.570054945,4.7602906
0.999742268,0.00118347,0.572046703,4.765022
0.999226804,0.003605107,0.571428571,4.7813363
0.999484536,0.001932563,0.570604396,4.8112793
0.999742268,0.001087004,0.568269231,4.7921624
