val_Gender_acc,val_SER_acc,train_acc_GENDER,train_acc_SER,train_loss,val_loss,ua_train,ua_eval
0.5111263736263736,0.3164835164835165,0.5082474226804125,0.3118556701030928,2.0549278,2.0586374,0.2584179552684849,0.2584179552684849
0.5116071428571428,0.315934065934066,0.5127147766323024,0.31554982817869415,2.0512805,2.0547423,0.2597759753302385,0.2597759753302385
0.5129807692307693,0.31270604395604396,0.5231099656357389,0.3115979381443299,2.0485413,2.050166,0.25889057266634036,0.25889057266634036
0.5138736263736263,0.2936126373626374,0.5241408934707904,0.31417525773195876,2.0457206,2.05903,0.2607224719944433,0.2607224719944433
0.5138736263736264,0.315934065934066,0.5235395189003437,0.31520618556701036,2.0451748,2.0497136,0.2656261865537644,0.2656261865537644
0.5149038461538461,0.3225961538461539,0.5264604810996564,0.32027491408934705,2.0423942,2.0439086,0.26533142233592977,0.26533142233592977
0.5088598901098901,0.31504120879120884,0.5262027491408935,0.31443298969072164,2.0383515,2.0580962,0.2676684048223511,0.2676684048223511
0.5111950549450549,0.3175824175824176,0.5137457044673539,0.3200171821305842,2.0389287,2.0510592,0.26712263325395674,0.26712263325395674
0.512087912087912,0.32129120879120876,0.5246563573883162,0.322594501718213,2.0386877,2.0477388,0.2682818167471838,0.2682818167471838
0.49608516483516485,0.3185439560439561,0.5156357388316151,0.3213058419243986,2.0420568,2.051739,0.2673086589294528,0.2673086589294528
0.5138049450549451,0.317651098901099,0.5255154639175258,0.3207903780068729,2.0380483,2.0570095,0.2666394590142367,0.2666394590142367
0.5137362637362637,0.317239010989011,0.5258591065292096,0.320446735395189,2.0410852,2.0515275,0.2655543717200825,0.2655543717200825
0.5124313186813186,0.315521978021978,0.5264604810996564,0.32018900343642615,2.0381136,2.0487304,0.265359238923644,0.265359238923644
0.5193681318681319,0.3203983516483517,0.5173539518900343,0.32422680412371135,2.0303576,2.0447145,0.2707069351973196,0.2707069351973196
0.5153846153846153,0.3223214285714286,0.527405498281787,0.3229381443298969,2.031811,2.0458999,0.2692656913673498,0.2692656913673498
0.5178571428571429,0.320260989010989,0.5215635738831615,0.32302405498281783,2.028304,2.0559618,0.27133108042302867,0.27133108042302867
0.5161401098901098,0.31277472527472533,0.50893470790378,0.3270618556701031,2.0287685,2.0570064,0.2753060947629157,0.2753060947629157
0.5143543956043957,0.31140109890109896,0.5301546391752577,0.32422680412371135,2.024127,2.0534477,0.275642067591306,0.275642067591306
0.512912087912088,0.30384615384615393,0.5286082474226803,0.31726804123711344,2.0317326,2.0459454,0.265371418573316,0.265371418573316
0.5173763736263737,0.3199862637362637,0.5315292096219931,0.3161512027491409,2.0322037,2.0451078,0.26302237138927037,0.26302237138927037
0.51875,0.31730769230769235,0.5277491408934708,0.32207903780068725,2.0304549,2.0471191,0.2673817032529689,0.2673817032529689
0.5201236263736264,0.31813186813186817,0.5268900343642612,0.3212199312714777,2.0335143,2.0425227,0.2663289593641631,0.2663289593641631
0.5138736263736263,0.3158653846153846,0.5270618556701031,0.3170962199312715,2.0349846,2.0472145,0.2654236268796242,0.2654236268796242
0.7131868131868133,0.390521978021978,0.5487113402061856,0.33230240549828177,2.016868,1.9708121,0.28255888271832164,0.28255888271832164
0.7695054945054945,0.38234890109890113,0.7441580756013746,0.36073883161512027,1.8295994,1.7705624,0.33593323767300515,0.33593323767300515
0.7962225274725274,0.3762362637362638,0.7554982817869416,0.37817869415807565,1.7709861,1.7226568,0.3552079212498402,0.3552079212498402
0.8918956043956043,0.3734890109890111,0.8176116838487971,0.37096219931271474,1.6775876,1.6019086,0.35553371171726533,0.35553371171726533
0.9097527472527475,0.41634615384615387,0.8812714776632304,0.3855670103092783,1.5434111,1.487295,0.36898359067749253,0.36898359067749253
0.8985576923076922,0.4335851648351648,0.8720790378006872,0.3987972508591065,1.538879,1.4853235,0.3965780818527156,0.3965780818527156
0.9396978021978023,0.4123626373626374,0.9256013745704467,0.39621993127147764,1.4420146,1.4136832,0.392560340795873,0.392560340795873
0.9423763736263735,0.42637362637362647,0.9374570446735395,0.4030927835051545,1.390908,1.3754567,0.39458971685436495,0.39458971685436495
0.9598214285714285,0.409684065934066,0.9470790378006873,0.4310996563573883,1.3454047,1.3761165,0.4266658573179909,0.4266658573179909
0.9552884615384615,0.4473901098901099,0.952061855670103,0.4162371134020619,1.324549,1.3083918,0.41631640307293283,0.41631640307293283
0.9449175824175823,0.45405219780219774,0.9551546391752577,0.4289518900343643,1.2945386,1.2981945,0.42717289682802406,0.42717289682802406
0.9651785714285713,0.42218406593406593,0.9612542955326459,0.44450171821305834,1.2802104,1.3043762,0.451396828311441,0.451396828311441
0.9535714285714284,0.4516483516483517,0.9632302405498282,0.43943298969072164,1.2763704,1.2955704,0.44170577299464897,0.44170577299464897
0.9561813186813187,0.44862637362637364,0.9666666666666666,0.44424398625429556,1.2466235,1.2756416,0.4485312361265015,0.4485312361265015
