train_acc,train_loss,val_acc,val_loss
0.3017182130584193,1.3676208,0.3146291208791209,1.3624122
0.3161512027491409,1.3600194,0.31318681318681324,1.3690602
0.31348797250859106,1.356633,0.2957417582417582,1.3675884
0.3073024054982818,1.3568311,0.29450549450549446,1.3616219
0.3096219931271478,1.357622,0.31826923076923075,1.3589164
0.3078178694158076,1.358204,0.3171016483516484,1.3559122
0.3198453608247423,1.355768,0.3146978021978022,1.3625797
0.31039518900343643,1.3551705,0.3149725274725275,1.3658906
0.3143470790378007,1.3522369,0.31449175824175823,1.3736168
0.31993127147766326,1.3538258,0.31002747252747254,1.3748163
0.3211340206185567,1.3547925,0.3199175824175824,1.3582169
0.318298969072165,1.3547409,0.3166895604395604,1.36114
0.3154639175257732,1.3540019,0.32321428571428573,1.3573802
0.32096219931271475,1.3536984,0.3167582417582418,1.3529657
0.32525773195876284,1.3526529,0.29622252747252753,1.371969
0.3035223367697595,1.3539361,0.318543956043956,1.3646101
0.31572164948453607,1.3520088,0.32135989010989013,1.3602045
0.3180412371134021,1.3500977,0.3190934065934066,1.357649
0.31443298969072164,1.3535361,0.32122252747252755,1.3673275
0.32233676975945014,1.3495588,0.31414835164835164,1.3647522
0.31778350515463916,1.3501695,0.31634615384615383,1.3724458
0.31314432989690727,1.3501357,0.2926510989010989,1.3588825
0.3171821305841924,1.350844,0.32184065934065936,1.3633031
0.3244845360824742,1.3483555,0.2943681318681319,1.3701941
0.3213917525773196,1.352382,0.3167582417582418,1.3689721
0.3183848797250859,1.3487769,0.326098901098901,1.3577566
0.32405498281786943,1.3488276,0.3158653846153846,1.3684772
0.31529209621993126,1.3523393,0.32486263736263743,1.364602
0.3180412371134021,1.3513952,0.32184065934065936,1.3589844
0.3161512027491409,1.3506714,0.3231456043956044,1.3515103
0.3510309278350516,1.3310398,0.37142857142857144,1.3047924
0.3382302405498282,1.3384379,0.33509615384615393,1.341024
0.331872852233677,1.3348452,0.3320741758241759,1.3359736
0.33668384879725094,1.3275412,0.34038461538461534,1.3441532
0.338659793814433,1.3231773,0.3448489010989011,1.3319495
0.33281786941580754,1.3256403,0.3298763736263736,1.3585341
0.327319587628866,1.3336377,0.33722527472527464,1.3544246
0.3394329896907216,1.3228524,0.34004120879120875,1.3337729
0.34115120274914085,1.3231709,0.34567307692307686,1.3308103
0.3373711340206185,1.3164457,0.34484890109890104,1.3316886
0.33573883161512025,1.320259,0.34100274725274726,1.3251305
0.3506013745704467,1.315398,0.36504120879120877,1.3015181
0.36615120274914087,1.2950071,0.3810439560439561,1.2872733
0.3629725085910652,1.2976605,0.36689560439560437,1.3067807
0.3644329896907216,1.2983326,0.3739697802197802,1.2986565
0.3676116838487972,1.3011569,0.38351648351648354,1.2859584
0.37328178694158076,1.2863942,0.3607142857142857,1.3043224
0.35652920962199314,1.303902,0.3625,1.3175691
0.361340206185567,1.3015258,0.36696428571428574,1.3027412
0.359106529209622,1.3036536,0.3583791208791209,1.3181103
0.34261168384879725,1.3426269,0.31717032967032965,1.3630422
0.3377147766323024,1.3404994,0.4083104395604396,1.2674097
0.40231958762886594,1.2318672,0.4073489010989011,1.2253288
0.40962199312714775,1.2237427,0.4285027472527473,1.2168125
0.4076460481099657,1.2212336,0.4186126373626374,1.227929
0.404553264604811,1.2333035,0.40075549450549447,1.2701566
0.3871134020618556,1.2685302,0.3888736263736264,1.272857
0.3861683848797251,1.2698609,0.3997939560439561,1.2619429
0.3990549828178694,1.2436879,0.39855769230769234,1.2746584
0.400085910652921,1.2460846,0.40164835164835166,1.2620806
0.4012886597938144,1.2465537,0.4210164835164835,1.2386631
0.40661512027491414,1.2358648,0.3989697802197803,1.273588
0.3758591065292096,1.2846154,0.34484890109890104,1.3261093
0.3513745704467354,1.3093334,0.3480082417582417,1.3274723
0.3417525773195875,1.3188784,0.3313873626373626,1.3488861
0.3220790378006873,1.3393275,0.3526098901098901,1.3246819
0.3604810996563574,1.2980207,0.36064560439560445,1.3187597
0.36116838487972514,1.3029665,0.3470467032967033,1.3215886
0.33668384879725083,1.3266723,0.32767857142857143,1.3524199
0.32233676975945014,1.3331358,0.3324862637362637,1.3802006
0.38075601374570445,1.2908617,0.41607142857142854,1.2610606
0.3915807560137457,1.2789221,0.41820054945054946,1.233349
0.4155498281786941,1.2263747,0.425,1.219381
0.4216494845360825,1.1972628,0.42417582417582417,1.2087252
0.43178694158075603,1.1849128,0.4357142857142858,1.203086
0.44450171821305834,1.1664484,0.39539835164835163,1.1716205
0.4414948453608248,1.1622959,0.4223214285714286,1.1702698
0.4449312714776632,1.1535174,0.459271978021978,1.1664279
0.4598797250859107,1.1449051,0.460576923076923,1.1586933
0.45962199312714774,1.1477553,0.4178571428571428,1.1702791
0.4554982817869416,1.1529052,0.4512362637362638,1.1602764
0.44450171821305845,1.1661067,0.434684065934066,1.1635494
0.46108247422680404,1.1523556,0.4469093406593406,1.1762675
0.46434707903780076,1.1353964,0.4754120879120879,1.165042
0.4737113402061856,1.1284885,0.4647664835164835,1.1511803
0.4666666666666667,1.1314275,0.4826236263736264,1.1397959
0.4642611683848798,1.1363852,0.45796703296703306,1.1447784
0.46202749140893473,1.1397121,0.445054945054945,1.1589804
